content,nickname,信息,信息5,creation_time,ip_address
质量超出了我的预期！材质上乘，工艺精细，每一个细节都处理得完美。使用起来也非常顺手，经久耐用，真的太棒了！质量超出了我的预期！材质上乘，工艺精细，每一个细节都处理得完美。使用起来也非常顺手，经久耐用，真的太棒了！,                                    j***c            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-16,四川
"包装保护：很好没有破损 保护的特别好
外形外观：好看大气 嘎嘎耐看
画面品质：很流畅
运行速度：速度很快
游戏效果：体验效果好 画面看着比较舒适
跑分评测：嘎嘎快嘎嘎好",                                    j***x            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-08,四川
这个游戏本，真的是性价比很好，键盘按起来十分舒适，外观设计也十分好看，它的散热也十分给力，屏幕看着十分舒适。,                                    j***t            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-07,广东
"包装保护：很好，没有破损
画面品质：4060很不错
运行速度：杆杆的
物流速度很快，电脑是全新正品，头一次买电脑，没踩雷，体验很不错",                                    j***j            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-15,河南
"外形外观：没有瑕疵，包装完好
游戏效果：本人玩cs，没有卡顿，画质很好，一切都很流畅
大家可以放心入手，值得信赖的机器",                                    e***2            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-17,宁夏
"包装保护：很好保护的很好有泡沫
外形外观：很好完全没有磨损全新的
画面品质：很好画面很高清没有瑕疵
跑分评测：很好电脑运行，速度很快",                                    6***a            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-10,河南
"包装保护：保护很完整，填充海绵有效减少磕碰，能保护电脑
外形外观：外形流畅外观简约大方
画面品质：画面品质也很好，知名度高
运行速度：速度很不错
值得购买",                                    哪***火            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-19,四川
物流很快，次日达。电脑机身完整没划痕，运行速度反应很快，整体按键非常舒适，各方面能力很均衡。赠送了个双肩电脑包，出行方便,                                    u***y            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-15,安徽
这款电脑非常不错，性能出色，运行流畅，操作简便。机箱板件优良，装配到位，质量上乘，整体表现令人满意。具体来说，电脑的性能非常稳定，不卡顿，散热良好，速度快，外形美观。使用起来非常顺手，感觉真不错。,                                    j***r            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-20,江苏
"据朋友推荐，然后立马买了这款，收到货后感觉手感还是很好的，送的东西也很齐全
Y7000P是一款性能强劲的游戏本，拥有高配置处理器和显卡，以及高刷新率、高分辨率的屏幕，适合游戏和设计需求。其外观设计酷炫，散热效果良好，用户体验出色，性价比也相当高。
强烈推荐给大家",                                    系***儿            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-11,湖南
经过层层考虑，层层筛选，最终给娃儿选定的联想y7000p笔记本电脑，果然是联想，外型外观十分好看、简单又大方，又非常酷炫，屏幕分辨率高，最主要的是看中它的强劲处理器酷睿14代i7，以及显卡是满功耗的，支持独显直连，十分方便！还送了好多赠品呢😃😃😃,                                    3***c            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-15,海外
"电脑很好，外观非常帅气运行很流畅很丝滑 容量也非常大 携带方便
运行速度：好
包装保护：好
外形外观：好
画面品质：好",                                    5***k            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-17,江西
"快递申诉。服务非常好。
包装保护：好 评分检测：完全没问题 运行速度：快 游戏效果：不错 评分检。
外形外观：完好无损，快递小哥服务态度很好
画面品质：完美
跑分评测：非常满意
运行速度：起飞",                                    狼***当            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-10,黑龙江
"包装保护：良好 没有啥缺损
外形外观：良好，无瑕疵，真的很帅
画面品质：良好，清晰
运行速度：很快 ，毕竟新机嘛
游戏效果：很快速 顺滑不卡顿，很爽吧",                                    j***l            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-01,山西
这款电笔记本电脑真是太棒了！它的速度非常快，运行非常流畅，而且它的外观设计非常漂亮，让人一眼就能喜欢上它。我非常推荐这款电笔记本电脑给大家！,                                    j***m            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-09,广东
"包装保护：保护非常到位
外形外观：外观非常好
画面品质：画质非常高，刷新率很高
跑分评测：跑分拉满
运行速度：开机速度快，运行速度快
游戏效果：游戏效果非常不错，适合游戏党，",                                    j***5            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-18,湖南
品质非常好，而且配送速度也非常快，基本上第二天就到了，包装也非常好，玩游戏够够的，玩永杰无间画质拉满没有一点影响，做工也非常好，能折叠180度，非常的可以好吧，不愧是联想品牌，跑分也非常给力,                                    j***p            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-19,江苏
"包装保护：很好
外形外观：长得很帅
画面品质：比较高非常的好
运行速度：也挺快
游戏效果：玩永劫无间十分好玩，跑的很快
跑分评测：也好流畅",                                    j***o            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-29,四川
1.真的超级喜欢，质量非常的好，与卖家描述完全是一致的，非常🈵意，真的很喜欢，完全超出期望值，发货速度非常快，包装。非常仔细、严实，运送速度很快，很满意的一次购物。电脑真的可以，运行速度很OK，市面上绝大多数游戏都可以玩。也不重。,                                    j***f            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-19,山东
"包装保护：包装得很认真，也很严实不会因为运输过程碰坏
外形外观：外观很好看
画面品质：画面品质很好
运行速度：运行速度很快，不会等很久",                                    从***过            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-10,四川
"包装保护：很好，很完整，快递也很给力
外形外观：手感很好，颜色也喜欢，耐脏还轻薄，携带方便
画面品质：丝滑高清护眼，用起来整体很好
跑分评测：整体效果还不错，孩子喜欢的，值得推荐",                                    j***q            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-19,河北
联想拯救者很好，是学姐推荐的，因为学动画需要好一点的游戏本，都说拯救者比较好用，所以买了拯救者。外观很好看，也很酷，还送了鼠标和包。,                                    j***n            ,32G 2TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-07,重庆
"好好好特别的好
包装保护：很严实保护的很好
外形外观：好看喜欢
画面品质：不错特别的好
跑分评测：可以的
运行速度：很快很快
游戏效果：好用👌👍👍👍👍",                                    j***n            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-03,湖北
"画面品质：非常的清晰非常的好看
包装保护：没有一点瑕疵保护的非常好
游戏效果：非常流畅一点都不卡
运行速度：非常快体验感很好",                                    j***m            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-06,湖北
挺好，这款还算溢出不多，即买即用。况且我学习的专业对于性能方面要求也不是很高，这款完全够了，平常打游戏也是OK。包装方面，八角尖尖，内置保护很好，放心使用，拿图吧看了眼配置什么的也是没有问题，官方店品质可以放心。,                                    j***6            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-28,辽宁
"电脑非常好用，使用很流畅，而且客服真的非常有耐心，一开始不知道怎么弄，客服一步一步指导，太感谢客服了，我是学数媒的，这个电脑这个运行真的很不错
包装保护：好
外形外观：非常
画面品质：很好
跑分评测：不错，很值得购买",                                    f***o            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-28,江西
"包装保护：保护的很好很精致
外形外观：外形一点毛病没有新机
画面品质：画质非常好
运行速度：运行速度十分流畅
游戏效果：游戏非常流畅没有卡顿",                                    j***n            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-14,山东
物流很快，第二天就到了，包装真的很安全，电脑个人感觉挺流畅的，比我想象的要好，连手机热点网络也不卡，客服的服务态度也相当好，非常耐心。发货速度也很快，当天下午就发了。个人认为这款电脑性价比还是比较高的，值得购买！！!,                                    w***3            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-27,江苏
"包装保护：包装到位，原装未拆封。
外形外观：高大，时尚
画面品质：画质清晰
运行速度：很快，开机10秒
游戏效果：非常流畅，不卡顿
商家实在，还送了很多赠品",                                    u***r            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-21,江西
"第一买电脑，果然没让我失望。电脑非常好用，客服也非常细心，
画面品质：相当清晰
外形外观：非常帅
包装保护：里面还有一层保护膜，外面有两层箱子，不用担心磕碰",                                    j***p            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-10,安徽
这款电脑性能强劲，运行非常流畅，屏幕清晰，散热好，外观时尚，畅玩黑悟空是办公娱乐的得力助手，非常值得拥有。,                                    2***o            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-09,广东
"包装保护：保护的非常好 有两层纸箱 还有一层黑色塑料
外形外观：没有划痕 全新机
画面品质：品质很好 不暗沉
运行速度：非常快",                                    5***7            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-25,河南
这款电脑外观设计还是内在配置，都超出了我的预期，亮丽的机身，搭配高清大屏，无论日常办公还是休闲娱乐，都能带来极佳视觉体验，处理器和显卡性能非常给力，运行大型软件或游戏都游刃有余，可以满足日常需求👍👍,                                    t***4            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-17,福建
键盘手感舒适，打游戏体验非常得好性能很强，还便于携带送的鼠标，还有赠品非常的精致打游戏一点也不卡，屏幕也非常的精致物流很快，包装很严实，没有一点磕碰,                                    j***5            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-11-02,天津
这款电脑非常好，运行流畅，性能出色，外观设计漂亮，使用感觉非常棒，内存够大，办公家用都特别好，值得购买。,                                    j***r            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-24,河北
"包装保护：保护得很好，有泡沫板护着，没有什么问题
外形外观：外观也挺好看的，没有瑕疵
画面品质：画面可以
运行速度：开机挺快，点应用也挺快",                                    j***r            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-29,广东
"关注了很久，中秋节活动果断下单，赠品多，超级实惠。
包装保护：包装完整
外形外观：外观雅致
画面品质：画质清晰
运行速度：运行速度超快
游戏效果：画面清晰，画面逼真，运行速度快快快，不卡顿。",                                    开***1            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-18,山东
这款笔记本电脑大学必备品，这几天使用效果，网速非常流畅，外观简单大气，客服服务态度很好，有什么不懂，耐心讲解，,                                    d***8            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-29,云南
"包装保护：好
外形外观：高端大气
画面品质：好
跑分评测：比较好
运行速度：快
整体来说是很不错的， 是我觉得非常好用的一款游戏本了， 还赠了很多赠品， 不过还没到呢， 流畅性很好， 任何功能都是很不错的， 外观看上去也特别好看， 总的来说值得购买！    ",                                    e***c            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-12,山东
"包装保护：很好，有两层保护
外形外观：很帅，我很喜欢，就是有点重
画面品质：画面显示还是很好的，拿来看视频，写文档，打游戏都很好",                                    j***6            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-24,四川
性能非常好，我用了好几天了，游戏方面也非常可以，值得推荐，抓紧入手吧，外观方面也非常好看！办公给孩子用绝对够使😄😄😄😄,                                    Y***1            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-09,吉林
"拯救者电脑收到了，迫不及待拆开
外形外观：超级好
画面品质：究极棒
跑分评测：很高分
运行速度：超级快
游戏效果：非常棒
包装保护：保护的很好",                                    j***1            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-07,上海
联想拯救者 Y7000P 非常出色！外观炫酷，性能强劲。运行速度快，无论是游戏还是办公都能轻松应对。散热也很不错，长时间使用也不会过热。屏幕显示清晰，色彩鲜艳。总之，这是一款性价比超高的笔记本，强烈推荐,                                    f***2            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-19,江西
收到货后，电脑无瑕疵，配置硬核，颜值很高，魅力十足，也是进入大学之后人生中的第一部电脑，我相信在以后的学习成长过程中，它与我并肩同行成长。,                                    j***6            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-02,山东
"包装保护：非常好，有泡沫，不会损坏
外形外观：非常漂亮，本人很喜欢
画面品质：165Hz高刷太好用了
运行速度：非常好，打cs无压力
游戏效果：好，steam大多数游戏都行",                                    j***q            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-19,广东
整体来说是很不错的，很好看，很有质感，包装的也很好，电脑没有任何损伤，画质也很好，非常清晰，运行速度也很快，开好几个窗口也没有卡顿，游戏画质也非常的好,                                    j***g            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-16,浙江
联想笔记本品质卓越，配置高端，性能强劲。外观设计时尚，散热良好，使用体验超棒，是值得信赖的电脑品牌。,                                    5***a            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-10,湖南
"包装保护: 包装没有坏的地方，很完美
外形外观: 灰色，很酷，喜欢
画质品质: 画质流畅清晰
运行速度: 很快很流畅
赠送很多东西，很棒",                                    j***i            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-19,广东
"包装保护：非常好没有别的刮花
运行速度：超级快
游戏效果：杠杠的我都得第一了
外形外观：好看大气推荐
画面品质：我是设计专业的，这个画面非常好很清晰",                                    f***h            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-11-05,河南
联想拯救者y7000p这款电脑外观设计比较好，配置很高，使用非常流畅，服务态度非常好，快递比较快，品质之优，卓越之选，值得购买。,                                    j***d            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-20,安徽
"包装保护：好
很喜欢这个，拯救者真的棒，喜欢，大家可以购买，客服服务态度十分满意，下次还会选购
外形外观：好
画面品质：好
跑分评测：好
运行速度：好
嘻嘻",                                    C***z            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-18,湖南
"下午刚刚到的宝贝，外包装非常好没有任何破损，箱体表面的各种证贴很清晰，机器在验后也是全新机。赠送的包包刚刚好可以全部放下，晚上的时候换了壁纸拍了视频感觉真的很棒！
ps：客服小姐姐一级好！！",                                    或***才            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-15,辽宁
"包装保护：很好，没有损伤
外形外观：好看 实用
画面品质：60帧、165帧随意切换
游戏效果：丝滑 不卡顿
运行速度：反应快。开机使用时间少
键盘灵敏 还有赠品赠送 客服服务态度好",                                    S***s            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-22,河北
"包装保护：非常好
外形外观：非常漂亮
画面品质：非常期待
跑分评测：非常好
运行速度：非常快 不卡顿
游戏效果：非常期待 非常快 一点都不卡",                                    j***f            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-03,安徽
收到货了，比我20年买的y7000p大了一圈，看起来也更协调了，拓展性也很好，可以加内存条和硬盘，很好😘,                                    邓***桦            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-26,新疆
"包装保护：保护非常好
外形外观：外形美观
画面品质：画面清晰
跑分评测：跑分高
运行速度：非常快
游戏效果：十分优秀",                                    j***2            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-08,辽宁
外形外观：外形外观：是正品，包装实，没有损坏划痕，外观质感很好，运行流畅，画面清晰，性能好，值得入手,                                    j***k            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-17,广东
包装保护得特别好，没有一点瑕疵，也没我想象中的那么重，运行很流畅，画面也特别清晰，开多窗口也不会卡顿，对我这样不打游戏的来说真的绰绰有余了,                                    出***喝            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-11,广西
笔记本很好用，姑娘很满意，赠品也都收到了，特别是那个电脑包质量很好，特别好看，孩子很喜欢，已经推荐给室友了,                                    j***b            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-26,山西
使用了几天下来，觉得这个电脑家用办公完全足够了。比我家里两个旧的笔记本电脑都轻薄，特地买个大屏幕家用很好，眼睛看起来舒服多了。,                                    q***y            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-08,江苏
"包装保护：保护的非常好
外形外观：非常好看
画面品质：效果非常高清
运行速度：速度非常快
游戏效果：没有卡顿，适合打游戏",                                    杰***可            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-12,湖南
这台电脑性能强劲，处理器运行速度飞快，多任务处理轻松应对。显卡出色，图形渲染和游戏画面精美流畅。内存充足，开机和软件启动都很迅速，使用体验超棒。而且外观简约时尚，很有质感。,                                    j***2            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-11-04,安徽
颜值更高 比较灵敏 特别有质感 连接速度也很快续航能力也是比较不错的 反正性价比比较高 推荐大家这一款 客服态度也很不错,                                    c***y            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-26,新疆
"包装保护：包装保护：快递小哥服务态度很好 外包装和内包装没有任何问题没有破损
外形外观：很心仪，外观好看，还贴心送了封口改件
画面品质：画面饱满玩游戏画面很丝滑一点都不卡",                                    j***3            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-12,广东
"物流速度快，两天就到了
外形外观：颜值超高啊这个！外形好看得不得了，不是那种花里胡哨的，而是很低调的美",                                    j***p            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-13,山东
"拍下隔天就送到了，包装很好两个箱子的，没有磕碰，很完美，儿子已经玩过大型游戏，说非常流畅，非常满意
画面品质：很高
包装保护：很好
外形外观：很好
运行速度：很流畅
游戏效果：很好",                                    j***h            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-05,浙江
"包装保护：外包装很到位 无磕碰
外形外观：很好看 没有任何外观无损
画面品质：很好 显示清楚 画面清晰 色差很小
运行速度：速度比较快",                                    j***8            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-05,河南
"包装保护：护的非常好
外形外观：高端大气上档次
画面品质：高清无污染
跑分评测：性能良好
运行速度：运行速度快
游戏效果：堪称完美",                                    j***4            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-14,江苏
"外形外观：非常有质感的金属外壳
画面品质：非常的清晰，大屏打起游戏来很过瘾
包装保护：非常安全可靠，电脑没有一点磨损
运行速度：超级棒
游戏效果：不掉帧",                                    咦***d            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-06,山东
这款电脑简直是科技与美学的完美结合！优雅的外观设计，搭配出色的性能，让我爱不释手。无论是办公、学习还是娱乐，它都能轻松应对，让我的生活更加丰富多彩。,                                    a***a            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-15,海外
拯救者Y7000P 4060的8G独显，未开过封，性价比很高。速度很快，各种场景下都可以应对，比较满意。屏幕很舒服，不掉帧。包装完好，到货速度很快。,                                    5***8            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-10,山东
"包装保护：非常完善，保护很足
外形外观：满满的机械感，有玩的冲动
画面品质：2.5k的屏，画面清晰平滑
游戏效果：相当ok了，无任何卡顿",                                    j***a            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-07,贵州
"很新
外形外观：很美 屏幕大 很符合我心意
画面品质：超好
运行速度：可以的
游戏效果：没问题
跑分评测：速度可以",                                    j***n            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-13,广东
"包装保护：特别好，双重包装，电脑盒放在快递盒，里面有海绵包装纸。
外形外观：特别酷，好帅气。
客服人也特别好！我是小白，问了好多问题，客很耐心，还帮我远程上门处理。",                                    小***湫            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-29,北京
包装很好很严实，到货的时候没有损坏，拯救者Y7000这个灰色的外观也没得说，键盘灯非常唉，推荐推荐打游戏不卡超给力,                                    j***1            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-20,河北
"外形外观：精致
画面品质：高清
包装保护：完好
运行速度：流畅
游戏效果：极佳
电脑很漂亮，高端大气上档次，携带出门很方便，性价比很高，物流很快",                                    j***k            ,32G 1TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-04,吉林
电脑质感拉满，网速名副其实的快，拯救卡顿的我，另外各种验机数据也全部正常，性能拉满，想入手的老铁，赶紧入手，绝对物超所值。,                                    a***8            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-06,吉林
非常好，屏幕不刺眼睛非常舒服。玩的时候挺流畅的，非常介意购买，不出的。时候所有大学生性价比不错值得入手的一款笔记本电。,                                    j***l            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-09,山西
"包装保护：很好，是完好无损
外形外观：高大，时尚，很喜欢
画面品质：很不错，符合预期
运行速度：很快，用起来很好
游戏效果：还挺不错的",                                    j***5            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-04,浙江
"包装保护：很好
外形外观：很好看
画面品质：很清楚
运行速度：很快，一点都不卡顿
跑分评测：很好，建议大家购买。",                                    s***t            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-25,江西
"包装保护：可以包装很严实没有磕碰
外形外观：好看很高级
画面品质：画质好，开屏键盘很炫酷我很喜欢
游戏效果：可以，很流畅很高清
运行速度：很快",                                    j***8            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-29,四川
发货慢，说了是特快，还要发普通快递。喜欢踢皮球。,                                    j***v            ,16G 1TB固态 满血RTX4060 标配版,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-01-18,湖南
"包装保护：密封性非常好 并且还有很多泡沫垫在里面不怕被撞到
外形外观：非常好看的外观，看起来一点都不笨重
画面品质：非常的清晰，打游戏也非常的清晰",                                    j***H            ,16G 1TB 满血RTX4050-6G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-23,重庆
"外形外观：高级感满满，非常好，
画面品质：很高清，
运行速度：还可以，
总体来说是很不错的，很好，下次会回购",                                    桃***洮            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-09,广东
"真的好喜欢，客服态度也挺好的，值！以后有需要还会来买宝贝收到啦，实物真的好看，价格非常实惠，强烈推荐这款，超级喜欢真的超级喜欢，质量非常好，与卖家描述的一致！一次很好的购物体验，服务周到，物流快速，配送也很周到，态度也很好，物有所值啊，果断好评！这个颜色很喜欢，摸起来质感不错，百搭～包装也很大气，用来送人的话也是不错的选择凑单买的，没想到质量跟专卖店一样
，特别特别喜欢，而且价格优惠商品符合描述，主要是活动便宜，能省很多钱已经用过一段时间了，效果不错😍，客服服务有耐心，解答详细，赞一个大无语事件家人们！咱就是说，太好用了，狠狠的爱住了！",                                    j***j            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-31,河南
"包装保护：非常好
外形外观：好看，黑色百搭
画面品质：流畅
跑分评测：好
运行速度：平时挺好的正常使用很流畅没有卡顿，打游戏更是好
游戏效果：好",                                    j***o            ,32G 2TB 满血RTX4060-8G独显 升级,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-31,吉林
金属外观，高端大气，时尚大方，开机速度神速，2.5k分辨率，软件运行流畅，办公学习都可以使用，都还挺不错的，物流速度也很快,                                    j***n            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-08-31,四川
笔记本外观精美，包装保护的非常到位，画质也非常的好，运行速度也很快，游戏效果体验佳，赠品也是非常的多。,                                    f***r            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-09-06,福建
"画面品质：画面很清晰，
外形外观：外形美观，
包装保护：包装很好，
运行速度：运行速度很快，
游戏效果：游戏十分流畅，
快递到的很快，包装完好，服务态度很好。",                                    j***o            ,16G 1TB 满血RTX4060-8G独显 标配,16英寸电竞屏｜2.5K｜165Hz｜高色域,2024-10-02,山东
